Employee_ID,Gender_Male,Age_At_Hire,Has_Family_Responsibility,Level_Code,Classification_Code,Position_Code,Department_Code,Management_Area_Code,Education_Level_Ordinal,Position_Hierarchy_Level,Is_Gas_Station_Role,Is_Technical_Role,Is_Sales_Role,Is_Driver_Role,Base_Salary,Hourly_Rate,Salary_Growth_Percent,Salary_Level,Is_Fixed_Employee,Is_Variable_Employee,Shift_Code,Schedule_Code,Is_In_Person_Work,Is_Remote_Work,Is_Hybrid_Work,Uses_Timecard,On_Payroll,SS_Deduction,Eligible_For_Incentive,Eligible_For_Subsidy,Subject_To_Evaluation,Tenure_Days,Hire_Month,Hire_Year,Hire_Quarter,Hire_Day_Of_Week,Days_Since_Last_Raise,Non_Termination_Actions_Count,Promotion_Count,Transfer_Count,Salary_Adjustment_Count,Disciplinary_Action_Count,Absence_Count,Total_Absence_Days,Awards_Count,Salary_Deduction_Percentage,Total_Overtime_Hours,Total_Overtime_Earnings,Works_Overtime,Promotion_Rate_Per_Year,Absence_Days_Per_Year,Awards_Rate_Per_Year,Has_Supervisor,Supervisor_ID,Direct_Reports_Count,High_Absence_Flag,Career_Stagnation_Flag,Long_Time_No_Raise_Flag,Below_Market_Salary_Flag,High_Deduction_Flag,Has_Left
EMP2237,1,21,0,2,16,999,16,0,0,0,1,0,0,0,15447.60,81.0302,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,2448,6,2011,2,5,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP2238,0,21,0,2,16,999,16,0,0,0,1,0,0,0,12872.88,67.5245,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1857,6,2011,2,2,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP2240,1,21,0,2,16,999,16,0,0,0,1,0,0,0,18000.00,94.4188,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,2266,6,2011,2,4,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP2244,1,37,0,6,506,221,4,12,0,2,1,0,0,0,24990.00,131.0848,3.47,1000,1,0,4,3,1,0,0,0,1,0,0,0,1,5149,6,2011,2,5,528,1,0,0,1,0,0,0,0,7.93102417370914,0.00,0.00,0,0,0,0,1,9177,0,0,0,0,0,0,0
EMP2247,1,21,0,2,16,999,16,0,0,0,1,0,0,0,11292.00,59.2321,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1328,6,2011,2,5,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP2248,1,21,0,2,16,999,16,0,0,0,1,0,0,0,11292.00,59.2321,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1328,6,2011,2,5,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP2249,1,21,0,2,16,999,16,0,0,0,1,0,0,0,14546.35,76.3027,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,2266,6,2011,2,5,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP2250,1,37,0,6,506,158,4,12,0,4,1,0,0,0,30800.00,161.5611,28.33,1004,0,1,4,3,1,0,0,0,1,0,0,0,1,5149,6,2011,2,5,808,1,0,0,1,0,0,0,0,5.48965373823889,0.00,0.00,0,0,0,0,1,9170,0,0,0,0,0,0,0
EMP2256,1,23,0,6,506,158,4,12,3,4,1,0,0,0,30800.00,161.5611,46.66,1004,0,1,4,3,1,0,0,0,1,0,0,0,1,5127,7,2011,3,6,819,2,1,1,0,0,0,0,0,6.75305524841558,0.00,0.00,0,0,0,0,1,10666,0,0,0,0,0,0,0
EMP2257,1,34,1,6,506,221,4,12,4,2,1,0,0,0,24990.00,131.0848,3.47,1000,1,0,4,3,1,0,0,0,1,0,0,0,1,5134,7,2011,3,6,528,1,0,0,1,0,0,0,0,5.48489446996084,0.00,0.00,0,0,0,0,1,9177,0,0,0,0,0,0,0
EMP2258,1,28,1,2,16,999,16,0,0,0,1,0,0,0,12872.88,67.5245,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,2026,7,2011,3,6,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP2261,1,21,0,2,26,999,26,0,0,0,0,0,0,0,16905.00,88.675,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1463,7,2011,3,2,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,8189,0,0,0,1,0,0,1
EMP2264,1,21,0,2,3,999,90,0,0,0,0,0,0,0,21000.00,110.1553,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,2177,7,2011,3,6,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,666,0,0,0,1,0,0,1
EMP2265,0,21,0,2,16,999,16,0,0,0,1,0,0,0,12500.00,65.5686,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1341,7,2011,3,6,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP2266,1,21,0,2,16,999,16,0,0,0,1,0,0,0,12872.88,67.5245,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1838,7,2011,3,6,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP2268,1,21,0,2,16,999,16,0,0,0,1,0,0,0,15447.60,81.0302,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,2604,7,2011,3,6,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP2269,1,21,0,2,16,999,16,0,0,0,1,0,0,0,12872.88,67.5245,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1812,7,2011,3,6,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP2270,1,21,0,2,16,999,16,0,0,0,1,0,0,0,12872.88,67.5245,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1476,7,2011,3,7,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP2271,1,21,0,2,16,999,16,0,0,0,1,0,0,0,17610.00,92.3731,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,3247,7,2011,3,7,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP2272,1,21,0,2,16,999,16,0,0,0,1,0,0,0,12872.88,67.5245,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1494,7,2011,3,3,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP2273,1,36,0,2,16,148,16,0,0,4,1,0,0,0,25000.00,131.1372,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,4087,7,2011,3,7,NULL,0,0,0,0,0,0,0,0,2.23063227324011,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP2274,1,21,0,2,16,999,16,0,0,0,1,0,0,0,12872.88,67.5245,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1852,7,2011,3,7,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP2275,1,21,0,2,16,999,16,0,0,0,1,0,0,0,12872.88,67.5245,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1940,7,2011,3,2,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP2277,1,21,0,2,16,148,16,0,0,4,1,0,0,0,30000.00,157.3647,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,3973,7,2011,3,7,NULL,0,0,0,0,0,0,0,0,8.306467949338,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP2281,1,21,0,2,16,999,16,0,0,0,1,0,0,0,14546.35,76.3027,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,2147,7,2011,3,7,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP2283,1,32,0,2,16,221,16,0,0,2,1,0,0,0,21000.00,110.1553,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,4172,7,2011,3,7,NULL,0,0,0,0,0,0,0,0,3.7004972680926,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP2285,1,26,1,2,3,999,34,0,0,0,0,0,0,0,25000.00,131.1372,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1271,8,2011,3,2,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,5408,0,0,0,1,0,0,1
EMP2286,0,37,0,4,450,180,142,26,7,7,0,0,0,0,175000.00,917.9606,11.11,1009,1,0,1,4,1,0,0,0,1,0,0,0,1,5096,8,2011,3,2,166,1,0,0,1,0,1,15,0,21.9465226102214,0.00,0.00,0,0,0,0,1,2094,2,0,0,0,0,0,0
EMP2288,1,21,0,2,16,999,16,0,0,0,1,0,0,0,12872.88,67.5245,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,2012,8,2011,3,3,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP2289,0,21,0,2,16,999,16,0,0,0,1,0,0,0,17610.00,92.3731,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,3231,8,2011,3,2,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP2290,0,21,0,2,16,999,16,0,0,0,1,0,0,0,14175.00,74.3548,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1491,8,2011,3,2,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP2291,1,21,0,2,16,999,16,0,0,0,1,0,0,0,17610.00,92.3731,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,3228,8,2011,3,5,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP2292,1,30,0,2,16,148,16,0,0,4,1,0,0,0,25000.00,131.1372,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,4071,8,2011,3,2,NULL,0,0,0,0,0,0,0,0,5.07766067607149,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP2293,1,36,0,6,506,148,4,12,0,4,1,0,0,0,27500.00,144.2509,10.00,1005,0,1,4,3,1,0,0,0,1,0,0,0,1,5099,8,2011,3,6,NULL,0,0,0,0,0,0,0,0,12.2974740900208,0.00,0.00,0,0,0,0,1,8068,0,0,0,0,0,0,0
EMP2294,0,23,0,4,432,81,38,7,0,5,0,0,1,0,63000.00,330.4658,5.00,1007,1,0,1,4,1,0,0,0,1,0,0,0,1,5103,8,2011,3,2,NULL,0,0,0,0,0,1,15,0,17.5372908512516,0.00,0.00,0,0,0,0,1,447,0,0,0,0,0,0,0
EMP2295,1,26,0,2,16,221,16,0,0,2,1,0,0,0,21000.00,110.1553,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,3921,8,2011,3,2,NULL,0,0,0,0,0,0,0,0,8.82359328360942,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP2296,1,21,0,2,16,999,16,0,0,0,1,0,0,0,12872.88,67.5245,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1674,8,2011,3,2,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP2298,1,19,0,2,206,221,43,0,0,2,1,0,0,0,24990.00,131.0848,3.47,1,1,0,1,1,1,0,0,0,1,0,0,0,1,4714,8,2011,3,2,160,1,0,0,1,0,0,0,0,5.0146880228573,0.00,0.00,0,0,0,0,1,7585,0,0,0,0,0,0,1
EMP2299,1,21,0,2,16,999,16,0,0,0,1,0,0,0,20000.00,104.9098,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,2387,8,2011,3,5,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP2300,1,21,0,2,16,999,16,0,0,0,1,0,0,0,14546.35,76.3027,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,2225,8,2011,3,3,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP2301,1,21,0,2,16,999,16,0,0,0,1,0,0,0,12872.88,67.5245,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1787,8,2011,3,3,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP2303,1,32,0,6,506,221,4,12,2,2,1,0,0,0,24990.00,131.0848,3.47,1000,1,0,4,3,1,0,0,0,1,0,0,0,1,5085,8,2011,3,6,528,1,0,0,1,0,1,18,0,4.82632796008839,0.00,0.00,0,0,0,0,1,956,0,0,0,0,0,0,0
EMP2305,1,21,0,2,16,999,16,0,0,0,1,0,0,0,11292.00,59.2321,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1307,8,2011,3,3,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP2306,0,21,0,2,16,999,16,0,0,0,1,0,0,0,15447.60,81.0302,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,2926,8,2011,3,3,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP2307,1,21,0,2,16,999,16,0,0,0,1,0,0,0,12872.88,67.5245,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1399,8,2011,3,3,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP2309,1,21,0,2,16,999,16,0,0,0,1,0,0,0,15447.60,81.0302,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,2484,8,2011,3,3,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP2311,1,21,0,2,16,999,16,0,0,0,1,0,0,0,25000.00,131.1372,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,3627,8,2011,3,5,NULL,0,0,0,0,0,0,0,0,0.500050256307167,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP2312,1,35,0,6,506,221,4,12,3,2,1,0,0,0,24990.00,131.0848,3.47,1000,1,0,4,3,1,0,0,0,1,0,0,0,1,5088,8,2011,3,3,528,1,0,0,1,0,0,0,0,5.08647496571386,0.00,0.00,0,0,0,0,1,8068,0,0,0,0,0,0,0
EMP2313,1,21,0,2,16,999,16,0,0,0,1,0,0,0,15447.60,81.0302,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,2895,8,2011,3,3,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP2315,0,21,0,2,19,999,19,0,0,0,0,1,1,0,18900.00,99.1397,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1686,8,2011,3,3,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,1563,0,0,0,1,0,0,1
EMP2318,1,29,0,6,506,221,4,12,4,2,1,0,0,0,24990.00,131.0848,3.47,1000,1,0,4,3,1,0,0,0,1,0,0,0,1,5072,9,2011,3,5,528,1,0,0,1,0,1,5,0,6.80270243475498,0.00,0.00,0,0,0,0,1,8068,0,0,0,0,0,0,0
EMP2319,0,24,0,2,14,999,14,0,0,0,0,0,0,0,26000.00,136.3827,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1863,9,2011,3,5,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,138,0,0,0,1,0,0,1
EMP2321,0,21,0,2,16,999,16,0,0,0,1,0,0,0,15447.60,81.0302,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,2875,9,2011,3,5,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP2325,1,21,0,2,16,999,16,0,0,0,1,0,0,0,13282.50,69.6732,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1347,9,2011,3,2,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP2327,1,21,0,2,16,999,16,0,0,0,1,0,0,0,17610.00,92.3731,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,3043,9,2011,3,4,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP2328,1,21,0,2,31,999,31,0,0,0,0,0,0,0,20000.00,104.9098,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,2462,9,2011,3,5,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,6863,0,0,0,1,0,0,1
EMP2330,0,21,0,2,16,999,16,0,0,0,1,0,0,0,17610.00,92.3731,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,2904,9,2011,3,4,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP2331,1,21,0,2,19,999,19,0,0,0,0,1,1,0,22050.00,115.663,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1702,9,2011,3,7,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,1563,0,0,0,1,0,0,1
EMP2332,1,35,0,2,16,221,16,0,0,2,1,0,0,0,21000.00,110.1553,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,4173,9,2011,3,3,NULL,0,0,0,0,0,0,0,0,9.39744309623829,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP2333,1,32,0,6,506,158,4,12,4,4,1,0,0,0,30800.00,161.5611,46.66,1004,0,1,4,3,1,0,0,0,1,0,0,0,1,5056,9,2011,3,7,808,1,0,0,1,0,0,0,0,5.82125903902184,0.00,0.00,0,0,0,0,1,10666,0,0,0,0,0,0,0
EMP2335,1,21,0,2,16,999,16,0,0,0,1,0,0,0,17610.00,92.3731,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,3170,10,2011,4,7,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP2337,1,21,0,2,16,999,16,0,0,0,1,0,0,0,17610.00,92.3731,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,3170,10,2011,4,7,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP2341,1,21,0,2,16,999,16,0,0,0,1,0,0,0,12872.88,67.5245,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1706,10,2011,4,7,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP2348,1,21,0,2,16,999,16,0,0,0,1,0,0,0,12872.88,67.5245,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1950,10,2011,4,7,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP2352,1,21,0,2,31,999,31,0,0,0,0,0,0,0,22000.00,115.4008,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,2058,10,2011,4,2,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,6863,0,0,0,1,0,0,1
EMP2353,1,21,0,2,16,999,16,0,0,0,1,0,0,0,17610.00,92.3731,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,3163,10,2011,4,7,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP2354,1,21,0,2,16,999,16,0,0,0,1,0,0,0,12872.88,67.5245,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1679,10,2011,4,7,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP2359,0,34,1,2,3,999,34,0,0,0,0,0,0,0,24000.00,125.8917,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1553,10,2011,4,5,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,5408,0,0,0,1,0,0,1
EMP2366,1,21,0,2,16,999,16,0,0,0,1,0,0,0,14546.35,76.3027,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,2101,10,2011,4,3,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP2367,1,21,0,2,9,999,9,0,0,0,0,1,0,0,225000.00,1180.235,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,3485,10,2011,4,1,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,9176,0,0,0,1,0,0,1
EMP2368,1,21,0,2,16,999,16,0,0,0,1,0,0,0,12872.88,67.5245,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1432,10,2011,4,1,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP2369,1,35,0,6,506,221,4,12,2,2,1,0,0,0,24990.00,131.0848,3.47,1000,1,0,4,3,1,0,0,0,1,0,0,0,1,5027,10,2011,4,1,528,1,0,0,1,0,0,0,0,8.62613546249124,0.00,0.00,0,0,0,0,1,9177,0,0,0,0,0,0,0
EMP2370,1,21,0,2,16,999,16,0,0,0,1,0,0,0,17610.00,92.3731,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,3166,10,2011,4,4,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP2372,1,21,0,2,16,999,16,0,0,0,1,0,0,0,12872.88,67.5245,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1742,11,2011,4,3,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP2373,1,21,0,2,16,999,16,0,0,0,1,0,0,0,15447.60,81.0302,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,2741,11,2011,4,5,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP2374,1,21,0,2,16,999,16,0,0,0,1,0,0,0,17610.00,92.3731,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,3139,11,2011,4,3,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP2375,1,21,0,2,16,999,16,0,0,0,1,0,0,0,12872.88,67.5245,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1828,11,2011,4,4,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP2377,1,21,0,2,16,999,16,0,0,0,1,0,0,0,12872.88,67.5245,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1721,11,2011,4,3,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,7585,0,0,0,1,0,0,1
EMP3019,1,27,1,5,521,72,139,24,0,1,1,0,0,1,24990.00,131.0848,3.47,1004,0,1,3,4,1,0,0,0,1,0,0,0,1,6298,4,2008,2,4,528,1,0,0,1,0,0,0,0,11.8906721949037,0.00,0.00,0,0,0,0,1,264,0,0,0,0,0,0,0
EMP3036,1,18,0,2,19,999,19,0,0,0,0,1,1,0,20000.00,104.9098,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,2427,8,2008,3,1,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,1563,0,0,0,1,0,0,1
EMP3039,1,45,0,2,141,70,116,0,0,1,0,0,0,1,22000.00,115.40,0.00,1,1,0,1,1,1,0,0,0,1,0,1,0,0,6158,9,2008,3,4,NULL,0,0,0,0,0,0,0,0,18.6848628621422,0.00,0.00,0,0,0,0,1,790,0,0,0,1,0,0,0
EMP3070,1,19,0,2,9,999,9,0,0,0,0,1,0,0,13125.00,68.847,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,2576,1,2009,1,6,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,9176,0,0,0,1,0,0,1
EMP3126,1,46,1,2,9,999,9,0,0,0,0,1,0,0,15447.60,81.0302,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,3504,10,2009,4,5,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,9176,0,0,0,1,0,0,1
EMP3131,1,39,0,2,141,70,116,0,0,1,0,0,0,1,22000.00,115.40,0.00,1,1,0,1,1,1,0,0,0,1,0,1,0,0,5696,12,2009,4,4,NULL,0,0,0,0,0,0,0,0,23.6598650031974,0.00,0.00,0,0,0,0,1,790,0,0,0,1,0,0,0
EMP3170,1,43,0,2,141,70,116,0,0,1,0,0,0,1,22000.00,115.40,0.00,1,1,0,1,1,1,0,0,0,1,0,1,0,0,5430,9,2010,3,4,NULL,0,0,0,0,0,0,0,0,20.1064711449154,0.00,0.00,0,0,0,0,1,790,0,0,0,1,0,0,0
EMP3177,1,30,1,5,437,73,154,32,0,1,1,0,0,1,24990.00,131.0848,3.47,1003,0,1,3,4,1,0,0,0,1,0,0,0,1,5753,10,2009,4,3,528,1,0,0,1,0,1,18,0,7.4014910414423,0.00,0.00,0,0,0,0,1,8785,0,0,0,0,0,0,0
EMP3179,1,20,0,2,19,999,19,0,0,0,0,1,1,0,15750.00,82.6164,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,2158,10,2010,4,2,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,1563,0,0,0,1,0,0,1
EMP3186,1,21,0,2,19,999,19,0,0,0,0,1,1,0,20000.00,104.9098,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,3057,1,2011,1,7,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,1563,0,0,0,1,0,0,1
EMP3187,1,21,0,4,441,56,139,21,3,1,0,0,0,0,27500.00,144.2509,10.00,1002,1,0,3,4,1,0,0,0,1,0,0,0,1,5309,1,2011,1,6,NULL,0,0,0,0,0,0,0,0,5.23769647610926,0.00,0.00,0,0,0,0,1,6861,0,0,0,0,0,0,0
EMP3189,1,21,0,2,19,999,19,0,0,0,0,1,1,0,20000.00,104.9098,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1867,1,2011,1,7,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,1563,0,0,0,1,0,0,1
EMP3195,1,21,0,2,19,999,19,0,0,0,0,1,1,0,20000.00,104.9098,0.00,1,1,0,1,1,1,0,0,0,1,0,0,0,0,2914,2,2011,1,3,NULL,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,1,1563,0,0,0,1,0,0,1
